cycle,timestamp,counts,speeds,probs,selected,duration,confidence
7,17:55:06,"[78, 43, 106, 110]","[47.9, 19.2, 47.5, 20.6]","{'N': np.float64(0.9189680058615111), 'S': np.float64(0.893332693370172), 'E': np.float64(0.9158904029434037), 'W': np.float64(0.9062113249016291)}",N,45.0,0.92
8,17:55:08,"[20, 77, 117, 24]","[8.6, 9.7, 45.8, 34.4]","{'N': np.float64(0.8393127859175626), 'S': np.float64(0.9354921589462306), 'E': np.float64(0.9186467817934444), 'W': np.float64(0.09779306282823333)}",S,45.0,0.94
9,17:55:10,"[55, 17, 21, 24]","[2.7, 9.7, 13.6, 23.5]","{'N': np.float64(0.9444000904255694), 'S': np.float64(0.9214404290908417), 'E': np.float64(0.819435533327922), 'W': np.float64(0.35552098812514354)}",N,45.0,0.94
10,17:55:12,"[101, 117, 43, 81]","[21.8, 3.1, 29.5, 43.1]","{'N': np.float64(0.9147026157522279), 'S': np.float64(0.9362948336398843), 'E': np.float64(0.9196226360359054), 'W': np.float64(0.9222042625099482)}",S,45.0,0.94
11,17:55:14,"[106, 46, 118, 99]","[49.2, 26.4, 42.2, 32.5]","{'N': np.float64(0.9255043485227831), 'S': np.float64(0.878141327879671), 'E': np.float64(0.9194635405915956), 'W': np.float64(0.8944057929729867)}",N,45.0,0.93
12,17:55:16,"[84, 5, 89, 102]","[25.6, 25.0, 34.4, 42.8]","{'N': np.float64(0.9178742799214016), 'S': np.float64(0.21482737796825538), 'E': np.float64(0.9141221968240726), 'W': np.float64(0.916744254859412)}",N,45.0,0.92
13,17:55:18,"[50, 51, 95, 10]","[43.5, 33.4, 24.5, 31.3]","{'N': np.float64(0.9320187042655474), 'S': np.float64(0.9363417210340155), 'E': np.float64(0.9230610556788089), 'W': np.float64(0.10947259402808093)}",S,45.0,0.94
14,17:55:20,"[47, 101, 82, 75]","[5.1, 37.2, 43.4, 34.2]","{'N': np.float64(0.9241680258894881), 'S': np.float64(0.9340531793900997), 'E': np.float64(0.9278361287635877), 'W': np.float64(0.9193598030466912)}",S,45.0,0.93
15,17:55:23,"[92, 39, 6, 101]","[38.0, 11.1, 30.3, 40.7]","{'N': np.float64(0.921560577611419), 'S': np.float64(0.8374656837275934), 'E': np.float64(0.14122512634142428), 'W': np.float64(0.9159218796990831)}",N,45.0,0.92
16,17:55:25,"[92, 45, 34, 42]","[23.7, 18.7, 7.3, 45.8]","{'N': np.float64(0.9192195429664285), 'S': np.float64(0.9258464729385395), 'E': np.float64(0.8678011255713705), 'W': np.float64(0.9127442038603361)}",S,45.0,0.93
17,17:55:27,"[99, 23, 73, 22]","[26.6, 22.0, 9.8, 29.4]","{'N': np.float64(0.9147146274516721), 'S': np.float64(0.3942422328009054), 'E': np.float64(0.9273227476411773), 'W': np.float64(0.1567242887660008)}",E,45.0,0.93
1,17:56:04,"[70, 100, 83, 34]","[40.6, 35.2, 24.1, 48.4]","{'N': np.float64(0.9302003140675758), 'S': np.float64(0.9220349102284763), 'E': np.float64(0.9263291184169185), 'W': np.float64(0.12792694420746262)}",N,45.0,0.93
2,17:56:04,"[21, 88, 47, 69]","[41.0, 37.4, 21.3, 4.3]","{'N': np.float64(0.12415207312388268), 'S': np.float64(0.9296539111236158), 'E': np.float64(0.9456051897351174), 'W': np.float64(0.9415246855255248)}",E,45.0,0.95
3,17:56:04,"[31, 62, 60, 72]","[17.8, 11.0, 31.6, 31.5]","{'N': np.float64(0.842001283292959), 'S': np.float64(0.9414510577634965), 'E': np.float64(0.9156883638164455), 'W': np.float64(0.9267209128970628)}",S,45.0,0.94
4,17:56:04,"[94, 78, 54, 115]","[49.8, 19.2, 32.8, 10.4]","{'N': np.float64(0.931668624426909), 'S': np.float64(0.931358287618571), 'E': np.float64(0.9076388800907202), 'W': np.float64(0.9254887007597027)}",N,45.0,0.93
5,17:56:04,"[26, 86, 15, 66]","[47.8, 40.1, 23.9, 29.8]","{'N': np.float64(0.11245460086897853), 'S': np.float64(0.9150803396237073), 'E': np.float64(0.31951550579007343), 'W': np.float64(0.9159338561353276)}",W,45.0,0.92
6,17:56:05,"[105, 9, 22, 115]","[31.6, 36.7, 32.1, 33.4]","{'N': np.float64(0.914143938888886), 'S': np.float64(0.13030114368511783), 'E': np.float64(0.1528018042128268), 'W': np.float64(0.89792598802294)}",N,45.0,0.91
7,17:56:05,"[117, 47, 30, 105]","[47.9, 40.5, 19.7, 6.3]","{'N': np.float64(0.916238598558086), 'S': np.float64(0.890660826328993), 'E': np.float64(0.5863557814773434), 'W': np.float64(0.9334547605641427)}",W,45.0,0.93
8,17:56:05,"[57, 21, 109, 83]","[31.0, 9.0, 10.2, 35.4]","{'N': np.float64(0.9053120128693078), 'S': np.float64(0.8942146169541794), 'E': np.float64(0.9250304599334345), 'W': np.float64(0.9255047602091423)}",W,45.0,0.93
9,17:56:05,"[35, 70, 89, 108]","[36.9, 40.0, 38.7, 39.3]","{'N': np.float64(0.09657426822076028), 'S': np.float64(0.9322684698750362), 'E': np.float64(0.9269046076529386), 'W': np.float64(0.9402124873293894)}",W,45.0,0.94
10,17:56:05,"[63, 106, 98, 34]","[41.2, 28.8, 37.2, 14.1]","{'N': np.float64(0.9306098867169971), 'S': np.float64(0.9281880100316353), 'E': np.float64(0.919111063396244), 'W': np.float64(0.8780510921322616)}",N,45.0,0.93
11,17:56:05,"[30, 28, 100, 12]","[14.4, 16.7, 18.6, 46.1]","{'N': np.float64(0.8064163550098331), 'S': np.float64(0.7642639663489437), 'E': np.float64(0.9424001617053729), 'W': np.float64(0.08065742750010689)}",E,45.0,0.94
12,17:56:05,"[27, 114, 115, 47]","[19.0, 21.2, 31.4, 36.4]","{'N': np.float64(0.6551669129166863), 'S': np.float64(0.9142423180107755), 'E': np.float64(0.9266899682960491), 'W': np.float64(0.9179096329754907)}",E,45.0,0.93
13,17:56:05,"[47, 31, 67, 5]","[36.4, 17.9, 19.9, 31.2]","{'N': np.float64(0.9272990773495347), 'S': np.float64(0.6951489451441711), 'E': np.float64(0.9205068847615416), 'W': np.float64(0.11261568534830015)}",N,45.0,0.93
14,17:56:05,"[87, 62, 62, 59]","[32.9, 13.7, 7.0, 24.8]","{'N': np.float64(0.9365668192826174), 'S': np.float64(0.9315888336006874), 'E': np.float64(0.9342846623588372), 'W': np.float64(0.9293962545081977)}",N,45.0,0.94
15,17:56:05,"[82, 91, 52, 104]","[37.6, 29.1, 9.1, 30.8]","{'N': np.float64(0.9381847504353175), 'S': np.float64(0.9264199227096525), 'E': np.float64(0.9363336789953377), 'W': np.float64(0.9185973764778586)}",N,45.0,0.94
16,17:56:05,"[28, 28, 44, 11]","[43.3, 23.6, 33.7, 27.1]","{'N': np.float64(0.1074744541333781), 'S': np.float64(0.3046833103424979), 'E': np.float64(0.9268634844818553), 'W': np.float64(0.17093441443413904)}",E,45.0,0.93
17,17:56:05,"[37, 72, 66, 56]","[14.4, 37.0, 3.0, 16.4]","{'N': np.float64(0.8500806868585984), 'S': np.float64(0.914867789809057), 'E': np.float64(0.9373311676456404), 'W': np.float64(0.9331865356055609)}",E,45.0,0.94
18,17:56:05,"[25, 117, 6, 118]","[18.9, 10.0, 9.9, 14.5]","{'N': np.float64(0.6882422644626267), 'S': np.float64(0.9068229885188007), 'E': np.float64(0.8015457234831533), 'W': np.float64(0.9261253887690507)}",W,45.0,0.93
19,17:56:06,"[54, 49, 44, 114]","[48.3, 40.7, 30.7, 45.5]","{'N': np.float64(0.9250370618878444), 'S': np.float64(0.9172948688145827), 'E': np.float64(0.915506691654842), 'W': np.float64(0.9208650940828123)}",N,45.0,0.93
20,17:56:06,"[58, 67, 68, 64]","[8.2, 41.7, 12.1, 10.6]","{'N': np.float64(0.947433799567313), 'S': np.float64(0.9245913478539532), 'E': np.float64(0.945836679273468), 'W': np.float64(0.9356699248257628)}",N,45.0,0.95
21,17:56:06,"[24, 59, 88, 17]","[40.8, 38.5, 24.2, 29.4]","{'N': np.float64(0.11292330743545319), 'S': np.float64(0.9273506371928116), 'E': np.float64(0.9352523558877561), 'W': np.float64(0.16520703287971375)}",E,45.0,0.94
22,17:56:06,"[15, 65, 34, 119]","[46.3, 47.0, 2.7, 5.8]","{'N': np.float64(0.14586679674801678), 'S': np.float64(0.8748527016389137), 'E': np.float64(0.8756019411478673), 'W': np.float64(0.9184980875966462)}",W,45.0,0.92
23,17:56:06,"[12, 53, 89, 28]","[36.9, 35.4, 9.7, 39.4]","{'N': np.float64(0.08187294956143175), 'S': np.float64(0.9230584635608905), 'E': np.float64(0.9333961267848879), 'W': np.float64(0.09432710946805918)}",E,45.0,0.93
24,17:56:06,"[116, 115, 54, 82]","[47.1, 44.0, 49.1, 28.5]","{'N': np.float64(0.8984769338113746), 'S': np.float64(0.9144318493442207), 'E': np.float64(0.9146467559251474), 'W': np.float64(0.9091800724628003)}",E,45.0,0.91
25,17:56:06,"[30, 12, 56, 74]","[4.2, 25.7, 5.1, 34.6]","{'N': np.float64(0.9100874642347431), 'S': np.float64(0.25446212503846527), 'E': np.float64(0.9452607636537183), 'W': np.float64(0.9202223052524012)}",E,45.0,0.95
26,17:56:06,"[118, 99, 28, 115]","[10.6, 27.2, 14.1, 46.8]","{'N': np.float64(0.9228417231192033), 'S': np.float64(0.8997833602161885), 'E': np.float64(0.8208137285523103), 'W': np.float64(0.9062666127531963)}",N,45.0,0.92
27,17:56:06,"[25, 84, 31, 113]","[35.1, 7.5, 20.6, 23.3]","{'N': np.float64(0.10526152956271945), 'S': np.float64(0.9371114554296192), 'E': np.float64(0.7297528727496612), 'W': np.float64(0.9165429423800282)}",S,45.0,0.94
28,17:56:06,"[61, 76, 34, 96]","[43.0, 48.7, 7.2, 21.4]","{'N': np.float64(0.9298104881120046), 'S': np.float64(0.9118660112872855), 'E': np.float64(0.8818143170912657), 'W': np.float64(0.9247447559829065)}",N,45.0,0.93
29,17:56:06,"[37, 97, 102, 5]","[20.5, 40.4, 38.4, 14.3]","{'N': np.float64(0.588967087437306), 'S': np.float64(0.9267017937428718), 'E': np.float64(0.9521482448953564), 'W': np.float64(0.7616256149646923)}",E,45.0,0.95
30,17:56:06,"[22, 43, 46, 39]","[13.7, 21.5, 27.8, 8.7]","{'N': np.float64(0.8014940529485799), 'S': np.float64(0.9288369207104499), 'E': np.float64(0.9324923111823411), 'W': np.float64(0.9332663833053042)}",W,45.0,0.93
31,17:56:06,"[35, 71, 71, 92]","[21.6, 23.0, 38.0, 32.4]","{'N': np.float64(0.5279112152022714), 'S': np.float64(0.9217050119311239), 'E': np.float64(0.9174820656816585), 'W': np.float64(0.9263128095861968)}",W,45.0,0.93
32,17:56:07,"[68, 59, 108, 97]","[11.2, 11.2, 32.1, 22.7]","{'N': np.float64(0.9328883334934727), 'S': np.float64(0.9351472013656655), 'E': np.float64(0.9159313983802476), 'W': np.float64(0.9311223670180563)}",S,45.0,0.94
33,17:56:07,"[74, 88, 42, 5]","[49.9, 31.1, 33.3, 36.1]","{'N': np.float64(0.9169502900941994), 'S': np.float64(0.9106994183245949), 'E': np.float64(0.9304842693162079), 'W': np.float64(0.12078425331835246)}",E,45.0,0.93
34,17:56:07,"[18, 20, 63, 69]","[8.9, 42.5, 9.5, 30.6]","{'N': np.float64(0.9004268063716787), 'S': np.float64(0.10815633480234718), 'E': np.float64(0.9472439695050263), 'W': np.float64(0.9347565991740411)}",E,45.0,0.95
35,17:56:07,"[84, 21, 30, 93]","[5.5, 13.7, 46.3, 17.7]","{'N': np.float64(0.9281311769092142), 'S': np.float64(0.8703061350100667), 'E': np.float64(0.1301925944199914), 'W': np.float64(0.9300957938640276)}",W,45.0,0.93
36,17:56:07,"[61, 64, 32, 92]","[14.4, 22.8, 30.4, 3.3]","{'N': np.float64(0.9236168991005684), 'S': np.float64(0.9282240775889905), 'E': np.float64(0.1293831759258696), 'W': np.float64(0.9363779361614947)}",W,45.0,0.94
37,17:56:07,"[111, 72, 29, 102]","[15.9, 33.9, 22.0, 31.1]","{'N': np.float64(0.9282713973988475), 'S': np.float64(0.9045441566062781), 'E': np.float64(0.4886117952589233), 'W': np.float64(0.9156984250700663)}",N,45.0,0.93
38,17:56:07,"[102, 7, 10, 118]","[48.1, 24.2, 34.2, 23.6]","{'N': np.float64(0.8634689820954327), 'S': np.float64(0.2984677586308042), 'E': np.float64(0.1905064108073073), 'W': np.float64(0.878357717679923)}",W,45.0,0.88
39,17:56:07,"[116, 105, 72, 21]","[48.9, 41.3, 24.8, 15.6]","{'N': np.float64(0.9193065243269717), 'S': np.float64(0.9302072440248755), 'E': np.float64(0.9340321485846829), 'W': np.float64(0.7629827218585635)}",E,45.0,0.93
40,17:56:07,"[61, 92, 48, 13]","[17.3, 3.0, 22.1, 29.9]","{'N': np.float64(0.9298787774175136), 'S': np.float64(0.9383985926341808), 'E': np.float64(0.9180492563928978), 'W': np.float64(0.13422882930993768)}",S,45.0,0.94
41,17:56:07,"[75, 85, 118, 56]","[20.1, 3.0, 27.0, 33.7]","{'N': np.float64(0.9045213610306255), 'S': np.float64(0.933200353725407), 'E': np.float64(0.89362677420452), 'W': np.float64(0.9054779882329466)}",S,45.0,0.93
42,17:56:07,"[60, 15, 22, 116]","[9.1, 10.9, 23.6, 15.8]","{'N': np.float64(0.9405805874460508), 'S': np.float64(0.8150054852718601), 'E': np.float64(0.2949701069970735), 'W': np.float64(0.9189790957426853)}",N,45.0,0.94
43,17:56:07,"[100, 22, 80, 84]","[36.9, 7.0, 43.6, 17.5]","{'N': np.float64(0.9307050003869595), 'S': np.float64(0.8762921662438805), 'E': np.float64(0.8934992396127239), 'W': np.float64(0.913760214992215)}",N,45.0,0.93
44,17:56:07,"[47, 75, 6, 5]","[33.8, 32.4, 7.0, 36.1]","{'N': np.float64(0.9012557753050294), 'S': np.float64(0.9010300104358587), 'E': np.float64(0.8230556446933196), 'W': np.float64(0.12582934850576313)}",N,45.0,0.9
45,17:56:08,"[112, 84, 35, 86]","[44.4, 46.3, 12.7, 17.3]","{'N': np.float64(0.9291831568177018), 'S': np.float64(0.9109357564737635), 'E': np.float64(0.8725302204148122), 'W': np.float64(0.9376626374395509)}",W,45.0,0.94
46,17:56:08,"[51, 11, 18, 12]","[43.9, 9.7, 38.3, 32.2]","{'N': np.float64(0.9134833861813577), 'S': np.float64(0.8835706169472284), 'E': np.float64(0.12313708986408976), 'W': np.float64(0.10385160773212285)}",N,45.0,0.91
47,17:56:08,"[38, 51, 55, 6]","[19.3, 10.3, 29.6, 5.4]","{'N': np.float64(0.5314055160841586), 'S': np.float64(0.9332088442825973), 'E': np.float64(0.9273844290991112), 'W': np.float64(0.8311092640463664)}",S,45.0,0.93
48,17:56:08,"[107, 82, 32, 108]","[17.4, 10.4, 19.2, 37.2]","{'N': np.float64(0.9256454195785485), 'S': np.float64(0.9362093701606085), 'E': np.float64(0.6502810294678841), 'W': np.float64(0.9243174871505931)}",S,45.0,0.94
49,17:56:08,"[8, 52, 18, 6]","[23.8, 47.0, 27.3, 12.3]","{'N': np.float64(0.25592503093452557), 'S': np.float64(0.8840071960176215), 'E': np.float64(0.1779271072143753), 'W': np.float64(0.797231228298496)}",S,45.0,0.88
50,17:56:08,"[75, 41, 119, 72]","[22.2, 25.8, 12.8, 6.0]","{'N': np.float64(0.9253871580203292), 'S': np.float64(0.9149002514369804), 'E': np.float64(0.9273026039356947), 'W': np.float64(0.918365432804638)}",E,45.0,0.93
51,17:56:08,"[69, 105, 104, 101]","[14.7, 19.1, 6.9, 7.4]","{'N': np.float64(0.9290751793033633), 'S': np.float64(0.9261937802127651), 'E': np.float64(0.9166282837785015), 'W': np.float64(0.9328120301780884)}",W,45.0,0.93
52,17:56:08,"[108, 22, 83, 26]","[30.2, 44.0, 35.2, 48.7]","{'N': np.float64(0.9197988831421257), 'S': np.float64(0.12411542795283384), 'E': np.float64(0.9338631627545328), 'W': np.float64(0.10155281206639374)}",E,45.0,0.93
53,17:56:08,"[115, 26, 101, 49]","[47.9, 30.2, 23.2, 17.9]","{'N': np.float64(0.9184127335267923), 'S': np.float64(0.15044418390567812), 'E': np.float64(0.9175189678095262), 'W': np.float64(0.9213604744047243)}",W,45.0,0.92
54,17:56:08,"[106, 70, 52, 13]","[12.5, 49.6, 34.2, 34.4]","{'N': np.float64(0.9276002770978069), 'S': np.float64(0.9403219627130996), 'E': np.float64(0.9290480287272271), 'W': np.float64(0.10923161839563894)}",S,45.0,0.94
55,17:56:08,"[14, 28, 72, 44]","[9.5, 33.1, 13.8, 7.3]","{'N': np.float64(0.89461640937803), 'S': np.float64(0.13666561888798642), 'E': np.float64(0.9329242624508908), 'W': np.float64(0.934861966626118)}",W,45.0,0.93
56,17:56:08,"[79, 83, 19, 81]","[34.3, 26.0, 27.9, 33.4]","{'N': np.float64(0.9301229206691634), 'S': np.float64(0.9298889001666695), 'E': np.float64(0.13474701764957564), 'W': np.float64(0.930900929653854)}",W,45.0,0.93
57,17:56:08,"[92, 41, 30, 13]","[21.5, 38.0, 11.0, 22.6]","{'N': np.float64(0.9278322731949086), 'S': np.float64(0.9135608148123161), 'E': np.float64(0.8829637481079796), 'W': np.float64(0.27891278293865857)}",N,45.0,0.93
58,17:56:09,"[9, 112, 76, 15]","[20.4, 11.8, 3.0, 22.4]","{'N': np.float64(0.47346223712617436), 'S': np.float64(0.9389197069062921), 'E': np.float64(0.9433534465183447), 'W': np.float64(0.35125013761138135)}",E,45.0,0.94
59,17:56:09,"[6, 92, 51, 90]","[30.6, 21.0, 18.7, 43.4]","{'N': np.float64(0.12921482698064943), 'S': np.float64(0.9464421355514119), 'E': np.float64(0.9420523648779952), 'W': np.float64(0.9330007226681395)}",S,45.0,0.95
60,17:56:09,"[111, 85, 53, 103]","[26.3, 30.8, 40.5, 15.1]","{'N': np.float64(0.9338328350275871), 'S': np.float64(0.924602423491937), 'E': np.float64(0.9262808567949463), 'W': np.float64(0.9359079370814766)}",W,45.0,0.94
61,17:56:09,"[92, 77, 104, 39]","[48.1, 5.0, 12.1, 39.7]","{'N': np.float64(0.9361915143212605), 'S': np.float64(0.93198911135331), 'E': np.float64(0.9393856556804195), 'W': np.float64(0.12141802972183188)}",E,45.0,0.94
62,17:56:09,"[30, 72, 43, 87]","[7.6, 19.8, 30.4, 41.3]","{'N': np.float64(0.908425412068935), 'S': np.float64(0.9404830127993229), 'E': np.float64(0.9291866728548837), 'W': np.float64(0.9321999484668326)}",S,45.0,0.94
63,17:56:09,"[104, 40, 45, 70]","[38.1, 43.4, 35.5, 24.2]","{'N': np.float64(0.933700760172888), 'S': np.float64(0.8762768707377498), 'E': np.float64(0.9347027634430558), 'W': np.float64(0.9316380986720177)}",E,45.0,0.93
64,17:56:09,"[39, 56, 66, 96]","[15.1, 19.5, 23.8, 27.9]","{'N': np.float64(0.7859912231257945), 'S': np.float64(0.9357576873932296), 'E': np.float64(0.9295855517587467), 'W': np.float64(0.9270425035209827)}",S,45.0,0.94
65,17:56:09,"[42, 72, 109, 51]","[43.1, 24.6, 10.1, 19.7]","{'N': np.float64(0.9113898344970562), 'S': np.float64(0.9218741572972874), 'E': np.float64(0.915984104502863), 'W': np.float64(0.9094410325168637)}",S,45.0,0.92
66,17:56:09,"[79, 51, 99, 47]","[14.3, 49.6, 10.4, 2.9]","{'N': np.float64(0.93987351785194), 'S': np.float64(0.9236075332243886), 'E': np.float64(0.9493270137503013), 'W': np.float64(0.935792464233005)}",E,45.0,0.95
67,17:56:09,"[49, 37, 112, 47]","[9.2, 35.8, 18.4, 33.9]","{'N': np.float64(0.9387517981798121), 'S': np.float64(0.10732131158263095), 'E': np.float64(0.9360711687449967), 'W': np.float64(0.915550903474652)}",N,45.0,0.94
68,17:56:09,"[17, 40, 58, 90]","[4.2, 5.2, 29.8, 4.7]","{'N': np.float64(0.8808036855424045), 'S': np.float64(0.8938151840743314), 'E': np.float64(0.9335760112291209), 'W': np.float64(0.9405113619526329)}",W,45.0,0.94
69,17:56:09,"[107, 65, 66, 22]","[11.6, 8.2, 9.9, 16.4]","{'N': np.float64(0.9393924487104773), 'S': np.float64(0.929812152733639), 'E': np.float64(0.9383666930541226), 'W': np.float64(0.6958673199062764)}",N,45.0,0.94
70,17:56:09,"[100, 74, 108, 56]","[49.2, 19.2, 6.4, 22.7]","{'N': np.float64(0.8928713924102771), 'S': np.float64(0.9190443123897668), 'E': np.float64(0.914156621615228), 'W': np.float64(0.8852961194588236)}",S,45.0,0.92
71,17:56:10,"[117, 102, 61, 110]","[18.6, 5.3, 28.5, 25.4]","{'N': np.float64(0.9371295584632894), 'S': np.float64(0.9468124416985892), 'E': np.float64(0.9251270430037623), 'W': np.float64(0.929122859862391)}",S,45.0,0.95
72,17:56:10,"[11, 70, 18, 76]","[44.7, 27.4, 46.9, 3.2]","{'N': np.float64(0.09474071201137954), 'S': np.float64(0.9281320929172895), 'E': np.float64(0.10703242059683978), 'W': np.float64(0.9432484640732876)}",W,45.0,0.94
73,17:56:10,"[32, 91, 118, 41]","[20.5, 6.1, 5.9, 47.2]","{'N': np.float64(0.533027315428447), 'S': np.float64(0.9286676012299246), 'E': np.float64(0.9395581506014736), 'W': np.float64(0.8675753698672857)}",E,45.0,0.94
74,17:56:10,"[5, 73, 39, 15]","[5.3, 23.0, 39.2, 14.9]","{'N': np.float64(0.8219544343316106), 'S': np.float64(0.8969460773153496), 'E': np.float64(0.1600653087939816), 'W': np.float64(0.8419604837839478)}",S,45.0,0.9
75,17:56:10,"[87, 46, 33, 15]","[3.7, 15.6, 38.3, 28.3]","{'N': np.float64(0.9354249762070816), 'S': np.float64(0.9357564195390904), 'E': np.float64(0.13480526836222412), 'W': np.float64(0.12228657074673194)}",S,45.0,0.94
76,17:56:10,"[26, 63, 101, 68]","[40.5, 26.1, 16.6, 29.0]","{'N': np.float64(0.12025408696000885), 'S': np.float64(0.9231590836730728), 'E': np.float64(0.9387841579141862), 'W': np.float64(0.9226123403563633)}",E,45.0,0.94
77,17:56:10,"[51, 45, 53, 64]","[44.0, 36.2, 28.5, 45.0]","{'N': np.float64(0.9347036384956425), 'S': np.float64(0.9155634790834362), 'E': np.float64(0.9207944296066313), 'W': np.float64(0.9263926664549005)}",N,45.0,0.93
78,17:56:10,"[50, 79, 97, 92]","[34.1, 35.6, 27.8, 7.9]","{'N': np.float64(0.9143200236475271), 'S': np.float64(0.9265885262969724), 'E': np.float64(0.9305910839047313), 'W': np.float64(0.9288236231561526)}",E,45.0,0.93
79,17:56:10,"[39, 44, 70, 46]","[19.2, 2.8, 32.0, 40.6]","{'N': np.float64(0.77608113959115), 'S': np.float64(0.9381425793197851), 'E': np.float64(0.9241864858441371), 'W': np.float64(0.922476877817666)}",S,45.0,0.94
80,17:56:10,"[16, 55, 40, 15]","[32.0, 36.7, 20.8, 7.3]","{'N': np.float64(0.12565721798311622), 'S': np.float64(0.9225138553882118), 'E': np.float64(0.756491763429258), 'W': np.float64(0.8594972171657038)}",S,45.0,0.92
81,17:56:10,"[21, 44, 50, 98]","[13.5, 37.5, 46.6, 11.0]","{'N': np.float64(0.8828956175618762), 'S': np.float64(0.9199424802779173), 'E': np.float64(0.9251485065238912), 'W': np.float64(0.9375137328469102)}",W,45.0,0.94
82,17:56:10,"[105, 82, 114, 37]","[3.5, 12.2, 31.2, 27.4]","{'N': np.float64(0.941033299111366), 'S': np.float64(0.9438953097678177), 'E': np.float64(0.9258888204981794), 'W': np.float64(0.18314790981545437)}",S,45.0,0.94
